RecordID,HospitalID,DeptID,MonthStart,TotalCost,BilledAmount,InsuranceCoveragePct,ProfitMargin
8903,3,22,2020-08-01,736101.0,734433.53,0.24,-0.0023
8904,7,51,2024-07-01,1503505.15,2229459.47,0.38,0.3256
8905,7,53,2022-11-01,1276296.64,1521697.38,0.59,0.1613
8906,5,36,2022-01-01,592030.57,534770.63,0.42,-0.1071
8907,10,73,2021-09-01,4261027.67,4216049.4,0.76,-0.0107
8908,3,21,2024-02-01,2833752.99,3035178.91,0.39,0.0664
8909,8,63,2023-08-01,4898384.15,6075115.82,0.35,0.1937
8910,9,71,2023-01-01,2094426.08,2760638.86,0.45,0.2413
8911,7,51,2024-01-01,3313136.59,3149707.48,0.47,-0.0519
8912,6,48,2023-01-01,2559691.77,2643686.38,0.94,0.0318
8913,3,21,2025-04-01,592097.01,595396.97,0.35,0.0055
8914,8,60,2020-09-01,927176.05,1229520.18,0.47,0.2459
8915,6,44,2022-02-01,925322.49,1177743.55,0.86,0.2143
8916,8,59,2021-07-01,4395565.28,5522471.7,0.56,0.2041
8917,9,67,2021-10-01,1796147.35,2140474.69,0.45,0.1609
8918,3,22,2021-10-01,4262880.97,4234492.1,0.25,-0.0067
8919,7,54,2020-07-01,4877092.9,4547326.78,0.94,-0.0725
8920,3,19,2023-11-01,4395529.74,4503144.97,0.22,0.0239
8921,9,66,2021-12-01,1284330.34,1537440.42,0.88,0.1646
8922,8,61,2023-01-01,3477679.02,4333934.74,0.77,0.1976
8923,8,62,2020-02-01,116350.45,148184.7,0.72,0.2148
8924,8,57,2025-09-01,3444037.87,3639079.78,0.53,0.0536
8925,3,18,2023-02-01,4861698.75,4708878.97,0.9,-0.0325
8926,4,29,2021-04-01,2003520.46,2677270.86,0.86,0.2517
8927,8,62,2024-01-01,4244893.18,6174796.52,0.61,0.3125
8928,9,70,2020-02-01,1508934.63,1697142.02,0.49,0.1109
8929,1,5,2022-09-01,1684140.45,1721315.46,0.53,0.0216
8930,9,72,2024-04-01,3102661.51,4600926.09,0.31,0.3256
8931,8,58,2024-08-01,1809439.89,2263178.45,0.85,0.2005
8932,9,70,2022-01-01,4446521.13,5389915.35,0.2,0.175
8933,6,41,2024-07-01,688281.82,627239.89,0.77,-0.0973
8934,3,20,2025-02-01,3292948.76,4158807.04,0.36,0.2082
8935,10,76,2025-09-01,643897.44,750916.41,0.62,0.1425
8936,7,50,2020-06-01,4628017.39,6901675.71,0.56,0.3294
8937,9,66,2022-03-01,1876269.92,2479229.61,0.62,0.2432
8938,1,7,2020-04-01,2563096.92,3661024.86,0.9,0.2999
8939,3,17,2020-06-01,308705.49,442755.06,0.21,0.3028
8940,10,73,2022-08-01,3563252.97,3939155.77,0.76,0.0954
8941,10,75,2020-09-01,4522213.64,5455633.19,0.74,0.1711
8942,4,29,2022-10-01,3438961.7,3292296.6,0.57,-0.0445
8943,2,15,2022-05-01,2552213.07,2768954.47,0.88,0.0783
8944,8,60,2025-07-01,2979615.5,4249918.08,0.52,0.2989
8945,3,19,2024-05-01,3178259.49,3288342.7,0.67,0.0335
8946,4,26,2023-06-01,4483828.48,5194528.61,0.86,0.1368
8947,7,49,2023-10-01,4611541.2,6681520.31,0.65,0.3098
8948,3,22,2024-10-01,4085431.49,5624858.91,0.29,0.2737
8949,5,34,2021-03-01,2296947.72,2656295.55,0.8,0.1353
8950,2,10,2025-04-01,3527601.38,5213267.38,0.83,0.3233
8951,8,64,2023-03-01,3368498.69,4293007.17,0.51,0.2154
8952,3,17,2024-08-01,1682567.35,1684209.64,0.87,0.001
8953,10,79,2023-05-01,4583348.64,5566288.29,0.39,0.1766
8954,3,17,2025-06-01,2642996.86,3164270.53,0.31,0.1647
8955,9,69,2024-12-01,4984171.26,6028524.4,0.78,0.1732
8956,2,9,2024-07-01,4538914.36,5481760.41,0.69,0.172
8957,1,3,2022-04-01,1760733.27,2312228.89,0.83,0.2385
8958,2,10,2021-08-01,1191565.71,1175417.31,0.69,-0.0137
8959,10,76,2023-07-01,3127983.5,3933381.33,0.72,0.2048
8960,9,70,2023-04-01,1555973.4,2023746.82,0.88,0.2311
8961,5,39,2025-01-01,1787587.49,2201465.37,0.87,0.188
8962,4,27,2025-08-01,2695274.41,3695784.18,0.41,0.2707
8963,5,40,2025-03-01,210456.86,222251.1,0.43,0.0531
8964,1,3,2024-12-01,1336665.79,1701819.77,0.54,0.2146
8965,2,16,2024-12-01,2138434.74,2181431.47,0.4,0.0197
8966,5,38,2024-08-01,3108509.31,4077993.2,0.57,0.2377
8967,3,23,2022-01-01,4837915.53,6941145.21,0.29,0.303
8968,10,75,2024-12-01,1916083.02,2411378.48,0.48,0.2054
8969,6,43,2025-01-01,374370.89,448380.09,0.87,0.1651
8970,1,3,2020-05-01,1774091.06,1940299.38,0.85,0.0857
8971,10,80,2025-04-01,579445.48,546696.53,0.92,-0.0599
8972,8,59,2023-10-01,324486.64,359210.41,0.4,0.0967
8973,10,75,2021-09-01,785148.78,751547.94,0.91,-0.0447
8974,5,36,2025-01-01,1779773.97,1982640.06,0.35,0.1023
8975,3,17,2024-05-01,4851116.63,6442413.17,0.67,0.247
8976,2,10,2024-06-01,4439979.05,5113621.63,0.22,0.1317
8977,6,45,2022-01-01,2039510.59,2232371.43,0.81,0.0864
8978,10,76,2022-01-01,676372.57,980732.37,0.37,0.3103
8979,9,68,2023-05-01,207929.33,240398.69,0.81,0.1351
8980,6,42,2025-10-01,1492156.62,1816423.75,0.89,0.1785
8981,5,38,2020-11-01,507713.48,644523.77,0.66,0.2123
8982,7,51,2022-07-01,877901.4,1303151.96,0.89,0.3263
8983,4,32,2022-09-01,823007.57,1202528.1,0.66,0.3156
8984,10,78,2024-04-01,1305018.66,1776299.07,0.25,0.2653
8985,10,76,2024-02-01,4373654.36,6024004.57,0.84,0.274
8986,4,31,2024-09-01,2201124.31,2160584.52,0.71,-0.0188
8987,3,24,2022-11-01,1051607.35,1189391.2,0.56,0.1158
8988,7,49,2023-06-01,2549115.15,3664303.84,0.62,0.3043
8989,10,76,2024-07-01,136758.93,156716.59,0.55,0.1273
8990,4,31,2021-06-01,4208975.62,4966204.9,0.41,0.1525
8991,8,59,2021-02-01,4693588.6,5596288.05,0.45,0.1613
8992,4,25,2021-06-01,2459067.43,2478519.86,0.21,0.0078
8993,10,75,2020-01-01,275451.15,271084.19,0.43,-0.0161
8994,8,58,2020-03-01,649115.71,872818.43,0.83,0.2563
8995,8,60,2025-03-01,4637340.29,4817383.62,0.28,0.0374
8996,2,11,2025-08-01,3469206.76,3289399.01,0.75,-0.0547
8997,3,21,2020-11-01,3606165.2,5037667.44,0.46,0.2842
8998,9,71,2022-10-01,4160490.97,4415642.17,0.92,0.0578
8999,10,74,2024-05-01,1538744.03,1990286.69,0.43,0.2269
9000,7,54,2022-05-01,2661478.61,3288269.78,0.74,0.1906
9001,4,28,2023-12-01,3997612.03,4205396.89,0.26,0.0494
9002,9,72,2023-05-01,4900333.17,4607357.2,0.33,-0.0636
9003,3,23,2021-10-01,2553604.31,2981020.59,0.21,0.1434
9004,8,61,2024-04-01,2592077.31,3304845.62,0.9,0.2157
9005,8,63,2023-02-01,200260.18,192984.8,0.24,-0.0377
9006,5,40,2021-08-01,2868204.19,4041906.3,0.86,0.2904
9007,8,61,2022-10-01,1522166.17,1787033.47,0.4,0.1482
9008,3,21,2024-06-01,1507020.52,2173056.8,0.25,0.3065
9009,1,4,2022-03-01,1394600.2,1556480.13,0.65,0.104
9010,5,36,2020-07-01,4718297.23,4281037.67,0.39,-0.1021
9011,9,67,2022-03-01,2543237.64,2500999.74,0.4,-0.0169
9012,10,78,2024-01-01,3539259.89,4845038.7,0.73,0.2695
9013,7,53,2021-02-01,4846664.27,4764995.09,0.95,-0.0171
9014,1,2,2023-04-01,3032037.93,4085615.54,0.73,0.2579
9015,4,31,2024-10-01,1807311.64,1671454.66,0.28,-0.0813
9016,3,23,2025-02-01,3782064.47,5478253.9,0.44,0.3096
9017,3,17,2025-09-01,4789746.47,6531626.78,0.41,0.2667
9018,1,6,2020-04-01,195805.47,229878.91,0.44,0.1482
9019,5,40,2020-05-01,2863131.11,2596638.86,0.49,-0.1026
9020,7,50,2022-04-01,4253659.0,4346941.56,0.43,0.0215
9021,7,51,2023-12-01,733005.82,883523.39,0.28,0.1704
9022,4,25,2022-10-01,2389798.97,2396839.12,0.8,0.0029
9023,1,2,2023-02-01,4876252.41,4832419.8,0.63,-0.0091
9024,6,44,2020-03-01,2928040.35,3386772.61,0.53,0.1354
9025,5,40,2024-04-01,1267446.98,1213922.1,0.51,-0.0441
9026,2,15,2022-12-01,2076640.53,2950590.16,0.78,0.2962
9027,7,55,2023-03-01,2676892.38,2479686.35,0.84,-0.0795
9028,4,27,2020-04-01,2550228.04,2391720.21,0.58,-0.0663
9029,4,27,2022-09-01,896339.04,1193383.82,0.6,0.2489
9030,10,77,2021-12-01,3002602.35,3621891.85,0.76,0.171
9031,5,39,2023-07-01,605654.46,803874.68,0.82,0.2466
9032,3,20,2020-12-01,4910716.42,5774032.2,0.88,0.1495
9033,4,30,2025-08-01,830475.61,1063049.56,0.49,0.2188
9034,2,14,2021-04-01,4446632.49,4774115.34,0.47,0.0686
9035,4,27,2023-09-01,2977580.59,3385165.94,0.59,0.1204
9036,2,16,2020-07-01,4629015.16,6635950.93,0.31,0.3024
9037,1,6,2020-02-01,3055121.71,4090393.03,0.29,0.2531
9038,5,40,2021-10-01,3644282.89,5243442.45,0.28,0.305
9039,6,48,2021-02-01,2076128.21,2583999.32,0.92,0.1965
9040,6,47,2023-01-01,4991998.92,6925738.15,0.68,0.2792
9041,2,13,2023-07-01,903341.1,1153351.53,0.39,0.2168
9042,10,78,2021-11-01,1082279.69,1124219.94,0.76,0.0373
9043,8,62,2023-10-01,4038319.82,4460371.69,0.76,0.0946
9044,6,41,2022-09-01,3111176.32,3094133.26,0.71,-0.0055
9045,8,60,2021-01-01,2752331.2,3546645.16,0.49,0.224
9046,5,39,2023-01-01,2227611.72,2232071.98,0.73,0.002
9047,4,27,2023-06-01,3481968.79,3330926.08,0.64,-0.0453
9048,3,18,2022-07-01,466428.39,690910.86,0.47,0.3249
9049,3,19,2025-04-01,1919955.79,1791674.08,0.67,-0.0716
9050,4,32,2023-04-01,457168.91,512507.17,0.36,0.108
9051,5,34,2025-10-01,3235339.24,3267912.85,0.31,0.01
9052,10,74,2022-12-01,175990.7,229027.56,0.43,0.2316
9053,4,30,2023-01-01,3140180.54,3076700.41,0.27,-0.0206
9054,3,22,2021-08-01,265897.08,378787.65,0.38,0.298
9055,9,67,2023-07-01,3953905.85,5875257.92,0.5,0.327
9056,7,54,2020-08-01,783846.02,841371.03,0.2,0.0684
9057,7,51,2021-01-01,3961558.77,4112682.29,0.84,0.0367
9058,1,4,2024-02-01,3382206.84,4572248.8,0.89,0.2603
9059,6,44,2025-04-01,2024594.64,2648334.2,0.93,0.2355
9060,6,45,2022-06-01,3662864.06,5004889.69,0.66,0.2681
9061,10,75,2023-02-01,490995.56,545759.11,0.8,0.1003
9062,10,79,2022-10-01,2149810.79,2796852.93,0.86,0.2313
9063,7,56,2020-08-01,4986243.62,7342184.91,0.5,0.3209
9064,3,24,2023-09-01,3064828.22,4077912.38,0.69,0.2484
9065,8,57,2021-03-01,2151420.58,2852577.54,0.54,0.2458
9066,8,64,2021-01-01,1526593.9,2135470.61,0.65,0.2851
9067,10,76,2020-05-01,1424469.39,1823785.78,0.37,0.2189
9068,5,36,2022-11-01,3198946.33,4386754.15,0.47,0.2708
9069,8,64,2021-01-01,2492314.35,3376466.49,0.21,0.2619
9070,2,16,2025-02-01,4616943.17,4661330.78,0.51,0.0095
9071,8,59,2025-10-01,4968815.4,6245014.18,0.42,0.2044
9072,4,25,2021-05-01,3675711.16,5194147.53,0.86,0.2923
9073,1,2,2022-10-01,855495.57,1004900.83,0.2,0.1487
9074,2,12,2021-06-01,1029066.82,1483549.07,0.58,0.3063
9075,7,52,2021-08-01,3253661.26,4599167.05,0.44,0.2926
9076,2,16,2023-05-01,4132367.89,5293551.84,0.79,0.2194
9077,2,14,2023-12-01,471798.17,670807.44,0.79,0.2967
9078,1,7,2020-06-01,479145.5,661955.24,0.61,0.2762
9079,4,30,2025-08-01,582402.76,730847.38,0.79,0.2031
9080,5,33,2020-01-01,3495569.68,3251468.82,0.37,-0.0751
9081,10,77,2022-04-01,1173542.4,1122762.15,0.36,-0.0452
9082,7,55,2023-09-01,3645773.1,4340321.74,0.36,0.16
9083,3,20,2021-05-01,2366818.64,2786518.9,0.58,0.1506
9084,5,40,2025-08-01,2347712.7,2352045.6,0.8,0.0018
9085,1,3,2020-01-01,1337271.29,1824899.91,0.66,0.2672
9086,1,5,2024-04-01,4713641.25,4583974.25,0.39,-0.0283
9087,3,17,2021-04-01,3890019.08,3659715.42,0.41,-0.0629
9088,1,4,2024-06-01,558332.74,525937.49,0.32,-0.0616
9089,7,55,2025-05-01,4807793.05,4521721.28,0.42,-0.0633
9090,8,63,2022-08-01,2497605.04,3308311.66,0.62,0.2451
9091,9,71,2020-10-01,1447518.93,2155871.27,0.93,0.3286
9092,7,53,2022-10-01,3752968.62,4024407.24,0.46,0.0674
9093,7,55,2020-12-01,523308.65,718692.09,0.57,0.2719
9094,4,28,2022-08-01,1333735.93,1662904.41,0.79,0.1979
9095,9,66,2022-10-01,4699833.27,5287153.34,0.23,0.1111
9096,4,25,2024-05-01,3223394.04,4289359.19,0.73,0.2485
9097,1,2,2023-11-01,1861989.79,2618076.57,0.24,0.2888
9098,5,35,2021-05-01,4024616.41,4724989.45,0.48,0.1482
9099,4,26,2023-08-01,2348746.4,3445077.59,0.33,0.3182
9100,5,35,2022-08-01,4494486.37,5238685.82,0.79,0.1421
9101,4,25,2024-02-01,283910.16,385530.26,0.61,0.2636
9102,4,31,2023-05-01,1449840.56,2137649.62,0.83,0.3218
9103,7,52,2024-09-01,3944210.21,4466437.7,0.39,0.1169
9104,8,63,2023-09-01,2283532.55,2624182.0,0.41,0.1298
9105,8,59,2025-10-01,3557630.8,4963797.17,0.88,0.2833
9106,3,23,2022-01-01,3480432.29,4407901.27,0.42,0.2104
9107,4,28,2021-06-01,2939363.0,4057036.94,0.81,0.2755
9108,6,47,2023-11-01,102660.25,130072.49,0.94,0.2107
9109,7,50,2024-04-01,3498013.37,4873094.84,0.54,0.2822
9110,9,69,2020-08-01,1909904.34,2582256.02,0.91,0.2604
9111,10,73,2024-10-01,1178033.85,1383874.63,0.26,0.1487
9112,3,20,2025-01-01,1769636.17,2646427.2,0.47,0.3313
9113,3,24,2021-05-01,2729747.96,3345395.38,0.54,0.184
9114,5,36,2021-07-01,3164556.67,4206654.44,0.47,0.2477
9115,6,47,2021-06-01,4446121.85,5108776.77,0.36,0.1297
9116,1,2,2024-01-01,4038716.35,4157115.48,0.23,0.0285
9117,2,12,2025-07-01,454226.51,488989.59,0.41,0.0711
9118,2,10,2021-04-01,2030886.52,2397907.72,0.56,0.1531
9119,7,49,2021-11-01,1469074.04,1706370.24,0.93,0.1391
9120,3,17,2024-06-01,2125847.35,2265637.94,0.3,0.0617
9121,4,28,2024-11-01,735430.76,1079000.08,0.92,0.3184
9122,8,60,2023-02-01,2433396.71,3439293.21,0.9,0.2925
9123,3,23,2024-01-01,2025413.03,2118461.35,0.7,0.0439
9124,1,7,2023-04-01,4037710.2,4165881.89,0.66,0.0308
9125,1,2,2024-09-01,3824855.38,4949217.05,0.51,0.2272
9126,6,43,2021-01-01,4450637.91,4070814.63,0.34,-0.0933
9127,3,24,2021-09-01,201388.31,206556.22,0.33,0.025
9128,5,39,2021-08-01,1967475.39,2544116.19,0.21,0.2267
9129,8,62,2021-11-01,3014295.66,2916740.3,0.95,-0.0334
9130,2,13,2024-03-01,3079259.66,4397677.42,0.43,0.2998
9131,7,52,2025-10-01,1903345.62,2447205.15,0.68,0.2222
9132,4,25,2025-10-01,3708584.27,4850927.17,0.88,0.2355
9133,3,18,2024-04-01,2354714.78,2878044.73,0.72,0.1818
9134,7,52,2020-02-01,2889779.49,3920436.13,0.94,0.2629
9135,1,6,2024-11-01,153962.49,138918.72,0.3,-0.1083
9136,1,8,2023-04-01,3726949.81,3950985.85,0.45,0.0567
9137,4,27,2023-07-01,4552844.78,5525416.64,0.78,0.176
9138,6,41,2020-10-01,4386728.7,6317640.46,0.43,0.3056
9139,10,78,2025-05-01,1841019.97,2127890.56,0.7,0.1348
9140,9,71,2022-09-01,521720.6,723157.42,0.33,0.2786
9141,1,4,2023-07-01,2803353.36,3095966.19,0.47,0.0945
9142,10,76,2024-09-01,4775623.23,4802970.2,0.28,0.0057
9143,7,54,2020-12-01,3582103.18,4454688.16,0.3,0.1959
9144,10,78,2024-03-01,2590208.27,3702303.25,0.38,0.3004
9145,10,80,2024-12-01,155133.66,223019.34,0.71,0.3044
9146,10,77,2024-02-01,4106148.57,4713393.08,0.7,0.1288
9147,1,6,2025-07-01,4745296.35,4650493.89,0.64,-0.0204
9148,9,69,2020-09-01,1738347.36,1848479.29,0.92,0.0596
9149,9,69,2024-02-01,4280681.66,5172049.35,0.25,0.1723
9150,1,3,2020-08-01,4340006.25,5979607.33,0.34,0.2742
9151,8,64,2023-11-01,4335580.54,4362495.14,0.24,0.0062
9152,10,79,2025-09-01,575436.52,630630.61,0.33,0.0875
9153,4,31,2020-02-01,3354181.17,4851045.29,0.29,0.3086
9154,2,16,2021-08-01,176804.1,199532.78,0.89,0.1139
9155,5,39,2024-04-01,1970577.39,2223340.75,0.37,0.1137
9156,10,79,2025-02-01,1314376.55,1482709.01,0.84,0.1135
9157,8,60,2023-02-01,215930.1,290484.05,0.4,0.2567
9158,1,5,2023-10-01,3952082.68,4019889.11,0.64,0.0169
9159,6,44,2022-07-01,798253.59,1185334.16,0.47,0.3266
9160,10,80,2023-06-01,4627417.5,5769509.64,0.91,0.198
9161,7,55,2020-10-01,3149643.49,3484977.74,0.24,0.0962
9162,5,36,2021-03-01,248236.94,299014.75,0.47,0.1698
9163,10,77,2022-01-01,1247851.09,1136592.68,0.3,-0.0979
9164,2,13,2020-01-01,3872859.44,4786292.48,0.82,0.1908
9165,4,28,2021-03-01,1987994.49,2458853.62,0.48,0.1915
9166,4,32,2022-05-01,3423658.64,3220714.16,0.56,-0.063
9167,1,5,2025-10-01,4289383.43,5220441.48,0.72,0.1783
9168,5,34,2025-01-01,2069444.57,2033841.74,0.68,-0.0175
9169,5,34,2025-05-01,3600786.96,3761330.03,0.26,0.0427
9170,5,35,2025-08-01,1411552.77,1558391.4,0.6,0.0942
9171,9,69,2024-06-01,4386420.32,4313735.7,0.95,-0.0168
9172,9,70,2023-07-01,3581192.64,4342125.17,0.33,0.1752
9173,9,72,2023-05-01,3422030.0,4080098.16,0.72,0.1613
9174,3,19,2021-07-01,4094679.75,5899939.41,0.52,0.306
9175,9,70,2020-05-01,4855151.53,5798997.82,0.59,0.1628
9176,6,41,2020-01-01,1320814.46,1704554.17,0.42,0.2251
9177,1,4,2024-08-01,854700.76,1171488.6,0.45,0.2704
9178,5,35,2023-06-01,3466517.45,5112743.66,0.66,0.322
9179,4,27,2022-12-01,3973442.94,5606016.89,0.27,0.2912
9180,4,28,2024-12-01,3027936.8,3596375.38,0.63,0.1581
9181,10,78,2023-08-01,379218.46,546464.89,0.68,0.3061
9182,4,31,2021-10-01,4943332.25,5608190.89,0.86,0.1186
9183,9,69,2025-05-01,2749419.7,3652900.94,0.95,0.2473
9184,2,10,2025-06-01,1310786.98,1668204.87,0.94,0.2143
9185,4,28,2025-05-01,2713407.72,2713762.08,0.22,0.0001
9186,2,16,2024-01-01,2596578.48,3425514.48,0.32,0.242
9187,8,57,2021-02-01,2558708.7,3498185.44,0.27,0.2686
9188,4,30,2024-09-01,3835016.15,5312613.08,0.28,0.2781
9189,5,38,2025-01-01,4664756.06,5287772.3,0.45,0.1178
9190,9,67,2022-05-01,3820827.88,3639300.47,0.84,-0.0499
9191,3,20,2024-05-01,2407276.35,2884851.67,0.4,0.1655
9192,1,1,2021-04-01,1478083.77,2159372.58,0.88,0.3155
9193,3,22,2022-12-01,3763719.94,5581554.95,0.35,0.3257
9194,3,22,2024-01-01,4296761.8,6089643.55,0.45,0.2944
9195,8,57,2020-02-01,3779015.61,4476440.75,0.9,0.1558
9196,6,45,2020-02-01,3896967.74,3818271.31,0.88,-0.0206
9197,8,59,2024-03-01,1524850.55,1976675.47,0.3,0.2286
9198,3,21,2025-06-01,2653585.49,3971647.6,0.22,0.3319
9199,5,40,2022-08-01,4885458.41,7037176.68,0.9,0.3058
9200,6,47,2024-08-01,1138624.11,1271879.82,0.56,0.1048
9201,1,6,2024-11-01,1296803.07,1857109.42,0.59,0.3017
9202,1,8,2020-11-01,1293150.22,1593450.88,0.7,0.1885
9203,3,20,2022-05-01,3060591.49,3644715.88,0.81,0.1603
9204,6,41,2020-10-01,550945.15,576370.39,0.62,0.0441
9205,8,61,2021-10-01,3853417.49,5067548.98,0.36,0.2396
9206,10,73,2021-12-01,4447917.63,4379460.23,0.65,-0.0156
9207,9,66,2024-01-01,4164392.38,5875507.52,0.65,0.2912
9208,2,16,2023-04-01,2022846.28,2744120.54,0.44,0.2628
9209,3,21,2024-04-01,2531739.97,3134535.04,0.68,0.1923
9210,5,33,2022-04-01,1923399.08,1756417.78,0.91,-0.0951
9211,8,62,2021-10-01,1872703.6,2495965.78,0.63,0.2497
9212,9,67,2021-10-01,4795534.03,5916623.01,0.81,0.1895
9213,8,61,2020-04-01,2832494.45,3605060.35,0.93,0.2143
9214,10,76,2024-06-01,947747.0,911670.42,0.89,-0.0396
9215,10,79,2025-04-01,4545094.14,5325254.17,0.73,0.1465
9216,4,26,2022-08-01,2621584.35,3035643.29,0.5,0.1364
9217,8,57,2022-02-01,3151850.0,4718839.25,0.57,0.3321
9218,2,12,2020-02-01,135330.13,158549.02,0.43,0.1464
9219,10,78,2021-12-01,2177712.75,2163690.52,0.72,-0.0065
9220,1,7,2021-09-01,4536682.96,6457707.2,0.61,0.2975
9221,10,78,2021-11-01,333184.56,450348.98,0.69,0.2602
9222,1,6,2023-08-01,3727692.41,4867021.85,0.46,0.2341
9223,1,1,2020-10-01,2975709.87,4001853.51,0.36,0.2564
9224,5,38,2024-07-01,3457400.0,3434471.66,0.69,-0.0067
9225,1,7,2023-06-01,299441.23,319475.99,0.48,0.0627
9226,9,72,2022-04-01,3178298.8,4110990.15,0.31,0.2269
9227,8,58,2024-06-01,4383587.92,5608728.18,0.53,0.2184
9228,7,49,2024-03-01,547469.27,770668.76,0.68,0.2896
9229,8,57,2025-07-01,1319017.31,1503868.92,0.65,0.1229
9230,3,18,2022-10-01,4711408.72,6118118.05,0.76,0.2299
9231,9,71,2023-10-01,189016.59,256294.51,0.47,0.2625
9232,4,25,2025-05-01,594785.12,646192.16,0.67,0.0796
9233,9,67,2024-02-01,3797479.99,4932868.87,0.72,0.2302
9234,8,64,2025-09-01,541251.37,691035.39,0.75,0.2168
9235,3,21,2023-10-01,1855564.79,2610628.26,0.57,0.2892
9236,4,29,2022-11-01,2958113.39,3435268.1,0.87,0.1389
9237,5,39,2022-04-01,3782047.16,5371403.5,0.42,0.2959
9238,1,5,2020-03-01,1277198.71,1650903.84,0.49,0.2264
9239,5,33,2022-06-01,2565509.16,3162300.38,0.31,0.1887
9240,2,15,2025-06-01,1842879.14,1735991.03,0.67,-0.0616
9241,2,16,2022-08-01,2397188.21,3253448.9,0.44,0.2632
9242,6,48,2024-02-01,483484.53,604978.13,0.21,0.2008
9243,2,9,2024-03-01,598167.23,896676.67,0.4,0.3329
9244,9,67,2020-09-01,4930577.58,4968643.23,0.75,0.0077
9245,7,55,2023-08-01,4493462.6,5469927.83,0.4,0.1785
9246,1,6,2024-09-01,1750830.68,1616755.87,0.89,-0.0829
9247,6,44,2021-07-01,4034873.74,3969372.93,0.82,-0.0165
9248,8,64,2021-09-01,3719105.69,5271648.48,0.91,0.2945
9249,9,72,2025-07-01,3415111.03,3508357.79,0.61,0.0266
9250,6,42,2022-02-01,374303.17,422446.34,0.57,0.114
9251,7,50,2022-10-01,2027558.97,2271548.69,0.3,0.1074
9252,9,66,2025-03-01,2603576.11,2467400.1,0.51,-0.0552
9253,1,1,2024-11-01,2528286.98,3665425.34,0.4,0.3102
9254,5,40,2020-03-01,2215904.26,2921659.24,0.55,0.2416
9255,3,24,2024-03-01,2978458.2,4276749.03,0.76,0.3036
9256,3,22,2021-04-01,2679596.97,3434659.31,0.35,0.2198
9257,3,22,2024-09-01,4522129.92,5608398.06,0.41,0.1937
9258,4,30,2020-05-01,4481742.53,5419242.22,0.48,0.173
9259,1,2,2020-01-01,367785.07,372755.17,0.45,0.0133
9260,3,18,2025-09-01,2651920.68,2544132.19,0.51,-0.0424
9261,7,51,2024-03-01,2114923.35,2990779.03,0.94,0.2929
9262,1,5,2022-09-01,3231960.77,4742078.38,0.52,0.3185
9263,5,40,2023-03-01,1432012.83,1575537.8,0.91,0.0911
9264,4,26,2024-10-01,1245989.93,1387799.53,0.45,0.1022
9265,7,53,2021-09-01,2585458.78,2946743.75,0.91,0.1226
9266,6,47,2023-05-01,1643456.47,2069338.87,0.46,0.2058
9267,4,29,2021-04-01,2375932.04,2655813.99,0.92,0.1054
9268,4,28,2022-03-01,1721212.38,2377021.52,0.39,0.2759
9269,10,76,2020-05-01,1312637.64,1723230.22,0.48,0.2383
9270,2,13,2024-09-01,3045068.2,2930746.2,0.21,-0.039
9271,8,58,2025-08-01,2558207.44,3306378.11,0.35,0.2263
9272,4,32,2022-10-01,1631492.55,1809343.41,0.4,0.0983
9273,5,38,2021-04-01,731754.06,1036364.48,0.3,0.2939
9274,2,9,2024-07-01,4113744.26,4397804.4,0.38,0.0646
9275,10,73,2025-07-01,1761079.4,2209899.06,0.56,0.2031
9276,5,35,2022-08-01,3431387.27,4203777.07,0.36,0.1837
9277,3,17,2024-10-01,1051272.11,1049860.9,0.59,-0.0013
9278,8,64,2022-08-01,4412782.28,6358667.56,0.74,0.306
9279,4,26,2021-02-01,4340609.1,6329123.24,0.51,0.3142
9280,2,9,2020-05-01,4724539.29,6654707.5,0.4,0.29
9281,8,60,2021-05-01,4059655.25,6076949.88,0.41,0.332
9282,5,40,2025-03-01,483557.9,703133.59,0.34,0.3123
9283,4,27,2023-11-01,2941081.18,3498157.18,0.62,0.1592
9284,7,52,2025-10-01,2293138.98,3257945.17,0.66,0.2961
9285,7,50,2024-09-01,4543256.64,4338729.51,0.92,-0.0471
9286,4,32,2021-09-01,847547.37,931985.21,0.86,0.0906
9287,10,80,2023-11-01,4065019.91,4386208.06,0.94,0.0732
9288,5,36,2022-11-01,1999950.71,2360175.05,0.32,0.1526
9289,7,55,2024-04-01,4306463.02,5225059.32,0.41,0.1758
9290,4,32,2025-08-01,2925780.33,4002008.92,0.72,0.2689
9291,9,66,2021-08-01,411071.02,515971.69,0.42,0.2033
9292,10,76,2025-09-01,3321326.96,3157084.76,0.66,-0.052
9293,6,43,2021-06-01,3700496.34,3534304.58,0.36,-0.047
9294,6,44,2022-07-01,127661.69,171930.6,0.85,0.2575
9295,10,79,2022-01-01,2407552.38,3032427.62,0.29,0.2061
9296,7,49,2023-05-01,156606.76,233933.06,0.37,0.3305
9297,7,54,2021-11-01,845502.52,903505.57,0.37,0.0642
9298,8,61,2023-08-01,4518718.79,4398795.65,0.51,-0.0273
9299,4,30,2025-07-01,310043.34,358780.89,0.47,0.1358
9300,4,27,2024-12-01,3804541.24,3598471.07,0.93,-0.0573
9301,8,62,2023-10-01,4073645.09,4955904.82,0.64,0.178
9302,10,79,2021-06-01,3636710.35,5333914.24,0.25,0.3182
9303,2,15,2024-11-01,4207250.8,6012151.11,0.73,0.3002
